UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type,temp_diff,torque_speed_interaction,Temperature Difference,Status
1810,L48989,L,-0.9523894433829583,-1.5539678581673662,1.273037136328713,-1.3028032638512588,0.2992727658448483,0,No Failure,-0.6015784147844079,-1.658516936212907,-0.6015784147844079,Warning
1811,L48990,L,-0.9523894433829583,-1.6213687437728947,-0.9749043191475603,1.3856828711272502,0.3306941282097859,0,No Failure,-0.6689793003899365,-1.3509082160307484,-0.6689793003899365,Warning
1812,M16671,M,-0.9523894433829583,-1.4865669725617991,0.16858947334037033,-0.8814733471755224,0.36211549057472353,0,No Failure,-0.5341775291788409,-0.14860712736389473,-0.5341775291788409,Safe
1813,L48992,L,-0.9023934097553371,-1.4865669725617991,-0.3501662471541543,-0.31970012494120725,0.4092475341221299,0,No Failure,-0.584173562806462,0.11194819296537678,-0.584173562806462,Safe
1814,L48993,L,-0.9523894433829583,-1.5539678581673662,-0.3334321916543309,0.5028963790447548,0.44066889648706753,0,No Failure,-0.6015784147844079,-0.16768184183991974,-0.6015784147844079,Safe
1815,L48994,L,-0.9523894433829583,-1.5539678581673662,0.6204089718356014,-0.5905550713756088,0.4720902588520051,0,No Failure,-0.6015784147844079,-0.36638566464444167,-0.6015784147844079,Safe
1816,M16675,M,-0.9523894433829583,-1.6213687437728947,0.14627739934060582,-0.3698584483549854,0.5035116212169427,0,No Failure,-0.6689793003899365,-0.05410193194951903,-0.6689793003899365,Safe
1817,L48996,L,-0.9523894433829583,-1.6213687437728947,-0.43941454315321227,0.6533713492860893,0.5506436647643491,0,No Failure,-0.6689793003899365,-0.28710087295594483,-0.6689793003899365,Safe
1818,L48997,L,-0.9523894433829583,-1.5539678581673662,0.6985012308347772,-1.2426132757547248,0.5820650271292868,0,No Failure,-0.6015784147844079,-0.8679669025663097,-0.6015784147844079,Safe
1819,M16678,M,-0.9523894433829583,-1.5539678581673662,-0.5788650056517404,0.0915981270517738,0.6134863894942243,0,No Failure,-0.6015784147844079,-0.05302295033351387,-0.6015784147844079,Safe
1820,M16679,M,-0.9523894433829583,-1.6213687437728947,2.9408646678111094,-2.0852731091061982,0.6606184330416307,0,No Failure,-0.6689793003899365,-6.132506009307039,-0.6689793003899365,Warning
1821,L49000,L,-0.9523894433829583,-1.6887696293784618,-0.25533993265515514,0.3724847381689319,0.7077504765890371,0,No Failure,-0.7363801859955035,-0.09511022795912817,-0.7363801859955035,Safe
1822,L49001,L,-0.9523894433829583,-1.6213687437728947,-1.0306845041469714,0.3323580794379088,0.7391718389539748,0,No Failure,-0.6689793003899365,-0.3425563223047008,-0.6689793003899365,Safe
1823,L49002,L,-0.9523894433829583,-1.6213687437728947,-0.2832300251548608,-0.05887684318956068,0.7705932013189124,0,No Failure,-0.6689793003899365,0.016675689777618064,-0.6689793003899365,Safe
1824,L49003,L,-0.9523894433829583,-1.5539678581673662,-0.696003394150504,0.8740679723067134,0.8020145636838499,0,No Failure,-0.6015784147844079,-0.6083542754437213,-0.6015784147844079,Safe
1825,L49004,L,-0.9523894433829583,-1.6887696293784618,-0.8242978196491499,1.746822799706453,0.8334359260487876,0,No Failure,-0.7363801859955035,-1.4399022251114528,-0.7363801859955035,Warning
1826,M16685,M,-1.0023854770106078,-1.6887696293784618,1.367863450827712,-1.2225499463892138,0.8648572884137251,0,No Failure,-0.686384152367854,-1.6722813884771843,-0.686384152367854,Warning
1827,H31240,H,-1.1023775442658785,-1.8235714005895574,-0.12704550715650928,0.011344809589729025,0.9119893319611315,0,No Failure,-0.7211938563236788,-0.001441307087921154,-0.7211938563236788,Safe
1828,M16687,M,-1.0523815106382575,-1.8235714005895574,-0.6625352831508573,0.7837829901619122,0.9905427378734756,0,No Failure,-0.7711898899512999,-0.5192838853157481,-0.7711898899512999,Safe
1829,L49008,L,-1.1023775442658785,-1.8909722861951244,-1.0474185596467949,1.6364744881961408,1.037674781420882,0,No Failure,-0.7885947419292458,-1.7140737513251276,-0.7885947419292458,Warning
1830,L49009,L,-1.1023775442658785,-1.8909722861951244,1.90335322682206,-1.704069851161484,1.0690961437858195,0,No Failure,-0.7885947419292458,-3.2434468499383984,-0.7885947419292458,Warning
1831,L49010,L,-1.1023775442658785,-1.8235714005895574,1.7862148383232965,-1.6037532043339278,1.1005175061507573,0,No Failure,-0.7211938563236788,-2.8646477705897957,-0.7211938563236788,Warning
1832,M16691,M,-1.1023775442658785,-1.8235714005895574,-1.2482272256446754,1.4057462004927617,1.1319388685156948,0,No Failure,-0.7211938563236788,-1.7546906798016235,-0.7211938563236788,Warning
1833,M16692,M,-1.1023775442658785,-1.7561705149840288,-1.1645569481455584,1.1750179127893825,1.179070912063101,0,No Failure,-0.6537929707181502,-1.3683752745343671,-0.6537929707181502,Warning
1834,L49013,L,-1.1023775442658785,-1.8235714005895574,-1.1812910036453819,2.107962728285656,1.2262029556105076,1,Overstrain Failure,-0.7211938563236788,-2.49011740694362,-0.7211938563236788,Warning
1835,L49014,L,-1.1023775442658785,-1.8909722861951244,-0.22744984015544953,-0.1892884840653836,1.2576243179754452,0,No Failure,-0.7885947419292458,0.04305363544393885,-0.7885947419292458,Warning
1836,H31249,H,-1.1023775442658785,-1.8235714005895574,0.09049721434119458,-0.42001677176876356,1.2890456803403827,0,No Failure,-0.7211938563236788,-0.0380103478216544,-0.7211938563236788,Warning
1837,L49016,L,-1.1523735778935282,-1.8909722861951244,-0.11588947015662704,-0.42001677176876356,1.3675990862527267,0,No Failure,-0.7385987083015961,0.048675521137178955,-0.7385987083015961,Warning
1838,L49017,L,-1.1523735778935282,-1.8909722861951244,-0.8187198011492087,0.3022630853896422,1.3990204486176645,0,No Failure,-0.7385987083015961,-0.24746877316495416,-0.7385987083015961,Warning
1839,M16698,M,-1.1023775442658785,-1.8909722861951244,-0.4617266171529768,-0.03881351382404913,1.430441810982602,0,No Failure,-0.7885947419292458,0.017921232437798505,-0.7885947419292458,Warning
1840,L49019,L,-1.1523735778935282,-1.958373171800653,0.9829801743317745,-0.9817899940030786,-1.6959837443286896,0,No Failure,-0.8059995939071247,-0.9650800994623381,-0.8059995939071247,Safe
1841,M16700,M,-1.1523735778935282,-1.8909722861951244,-0.7462055606499741,0.3724847381689319,-1.6645623819637518,0,No Failure,-0.7385987083015961,-0.27795018287890666,-0.7385987083015961,Safe
1842,L49021,L,-1.1523735778935282,-1.8909722861951244,0.7208133048345416,-0.21938347811365091,-1.6174303384163455,0,No Failure,-0.7385987083015961,-0.15813452988519705,-0.7385987083015961,Safe
1843,H31256,H,-1.1523735778935282,-1.958373171800653,1.763902764323532,-1.7542281745752621,-1.5860089760514078,0,No Failure,-0.8059995939071247,-3.0942879263875285,-0.8059995939071247,Warning
1844,L49023,L,-1.2023696115211493,-1.958373171800653,-0.2386058771553318,-0.07894017255507152,-1.507455570139064,0,No Failure,-0.7560035602795037,0.01883558911529609,-0.7560035602795037,Safe
1845,M16704,M,-1.2023696115211493,-1.958373171800653,-0.37805633965385993,0.492864714361999,-1.4760342077741262,0,No Failure,-0.7560035602795037,-0.18633062985624255,-0.7560035602795037,Safe
1846,L49025,L,-1.1523735778935282,-1.8909722861951244,-0.5286628391522703,0.0013131449069732513,-1.42890216422672,0,No Failure,-0.7385987083015961,-0.0006942109147388229,-0.7385987083015961,Safe
1847,H31260,H,-1.1523735778935282,-1.8235714005895574,-0.13820154415639155,-0.13913016065160544,-1.3974808018617824,0,No Failure,-0.6711978226960291,0.0192280030407787,-0.6711978226960291,Safe
1848,L49027,L,-1.1023775442658785,-1.8235714005895574,-0.7071594311503863,1.074701265961826,-1.3189273959494383,0,No Failure,-0.7211938563236788,-0.7599851358941648,-0.7211938563236788,Warning
1849,H31262,H,-1.1523735778935282,-1.8909722861951244,-0.6123331166513871,0.4126113968999543,-1.2875060335845006,0,No Failure,-0.7385987083015961,-0.2526556226296315,-0.7385987083015961,Safe
1850,L49029,L,-1.1523735778935282,-1.8909722861951244,0.7208133048345416,-0.7309983769341876,-1.2089526276721567,0,No Failure,-0.7385987083015961,-0.5269133559066177,-0.7385987083015961,Safe
1851,M16710,M,-1.1523735778935282,-1.8909722861951244,-0.9302801711480313,1.2853662242996937,-1.177531265307219,0,No Failure,-0.7385987083015961,-1.1957507111294179,-0.7385987083015961,Warning
1852,M16711,M,-1.1523735778935282,-1.8235714005895574,-0.9693263006476192,0.9242262957204916,-1.1303992217598127,0,No Failure,-0.6711978226960291,-0.8958768561919966,-0.6711978226960291,Safe
1853,M16712,M,-1.2023696115211493,-1.958373171800653,-0.07126532215709803,-0.08897183723782728,-1.0832671782124061,0,No Failure,-0.7560035602795037,0.006340606643662653,-0.7560035602795037,Safe
1854,L49033,L,-1.2023696115211493,-1.8909722861951244,-0.29438606215474306,0.06150313300350718,-1.0361351346649998,0,No Failure,-0.6886026746739751,-0.018105665135081894,-0.6886026746739751,Safe
1855,M16714,M,-1.2023696115211493,-1.8909722861951244,-0.38363435815380104,0.2621364266586198,-1.0047137723000623,0,No Failure,-0.6886026746739751,-0.10056453978991055,-0.6886026746739751,Safe
1856,H31269,H,-1.1523735778935282,-1.8235714005895574,-1.6163764466407897,2.2885326925752567,-0.9575817287526558,0,No Failure,-0.6711978226960291,-3.699130341646072,-0.6711978226960291,Warning
1857,M16716,M,-1.1023775442658785,-1.7561705149840288,1.1893668588295963,-1.3930882459960594,-0.8790283228403118,0,No Failure,-0.6537929707181502,-1.656892991212765,-0.6537929707181502,Warning
1858,L49037,L,-1.1523735778935282,-1.7561705149840288,0.5813628423360135,-0.34979511898947385,-0.8318962792929054,0,No Failure,-0.6037969370905005,-0.20335788461098459,-0.6037969370905005,Safe
1859,M16718,M,-1.1023775442658785,-1.7561705149840288,-0.2832300251548608,-0.38992177772049624,-0.8004749169279678,0,No Failure,-0.6537929707181502,0.11043755491220418,-0.6537929707181502,Safe
1860,L49039,L,-1.1023775442658785,-1.7561705149840288,-1.0251064856470304,0.5831496965067996,-0.7533428733805614,0,No Failure,-0.6537929707181502,-0.5977905359922178,-0.6537929707181502,Safe
1861,L49040,L,-1.1023775442658785,-1.6213687437728947,0.3805541763381331,-0.9717583293203229,-0.7219215110156237,0,No Failure,-0.5189911995070162,-0.3698066906142158,-0.5189911995070162,Safe
1862,M16721,M,-1.0523815106382575,-1.6213687437728947,0.3917102133380153,-0.9717583293203229,-0.6905001486506862,0,No Failure,-0.5689872331346373,-0.380647662491057,-0.5689872331346373,Safe
1863,L49042,L,-1.0523815106382575,-1.5539678581673662,-0.12146748865656816,0.4427063909482209,-0.6433681051032798,0,No Failure,-0.5015863475291087,-0.05377443352069325,-0.5015863475291087,Safe
1864,M16723,M,-1.0523815106382575,-1.5539678581673662,-0.12146748865656816,-0.04884517850680491,-0.6119467427383422,0,No Failure,-0.5015863475291087,0.005933101166203372,-0.5015863475291087,Safe
1865,L49044,L,-1.0523815106382575,-1.5539678581673662,0.040295047841724455,-0.23944680747916175,-0.5648146991909357,0,No Failure,-0.5015863475291087,-0.009648520562921007,-0.5015863475291087,Safe
1866,L49045,L,-1.0523815106382575,-1.5539678581673662,0.1574334363404881,-0.530365083279075,-0.5333933368259982,0,No Failure,-0.5015863475291087,-0.08349719757563391,-0.5015863475291087,Safe
1867,M16726,M,-0.9523894433829583,-1.4191660869562706,0.6873451938348949,-1.112201634878902,-0.5019719744610606,0,No Failure,-0.4667766435733123,-0.7644664483093259,-0.4667766435733123,Safe
1868,L49047,L,-0.9523894433829583,-1.4191660869562706,-0.20513776615568505,0.18188310919657433,-0.45483993091365416,0,No Failure,-0.4667766435733123,-0.037311094722035795,-0.4667766435733123,Safe
1869,L49048,L,-0.8523973761276875,-1.3517652013507035,-0.9916383746473837,1.6966644762926748,-0.42341856854871657,0,No Failure,-0.49936782522301604,-1.6824776035928226,-0.49936782522301604,Warning
1870,M16729,M,-0.8523973761276875,-1.2843643157451365,0.5088486018367789,-0.7309983769341876,-0.391997206183779,0,No Failure,-0.43196693961744903,-0.37196750204791607,-0.43196693961744903,Safe
1871,L49050,L,-0.8523973761276875,-1.3517652013507035,-0.29438606215474306,0.23204143261035248,-0.34486516263637257,0,No Failure,-0.49936782522301604,-0.06830976360290685,-0.49936782522301604,Safe
1872,L49051,L,-0.8523973761276875,-1.2843643157451365,1.6802324868244152,-1.8545448214028186,-0.313443800271435,0,No Failure,-0.43196693961744903,-3.116066457192999,-0.43196693961744903,Warning
1873,L49052,L,-0.8523973761276875,-1.2843643157451365,-1.186869022145323,1.8471394465340092,-0.28202243790649734,0,No Failure,-0.43196693961744903,-2.1923125886738726,-0.43196693961744903,Warning
1874,L49053,L,-0.8024013425000663,-1.2843643157451365,-0.9581702636477369,1.7869494584374754,-0.25060107554155975,0,No Failure,-0.4819629732450702,-1.7122018337162166,-0.4819629732450702,Warning
1875,L49054,L,-0.8024013425000663,-1.2843643157451365,0.330352009838663,-0.7309983769341876,-0.21917971317662216,0,No Failure,-0.4819629732450702,-0.2414867830090094,-0.4819629732450702,Safe
1876,L49055,L,-0.8523973761276875,-1.3517652013507035,-0.9804823376475014,1.014511277865292,-0.18775835081168454,0,No Failure,-0.49936782522301604,-0.9947103892911153,-0.49936782522301604,Warning
1877,L49056,L,-0.8523973761276875,-1.3517652013507035,-1.6554225761403776,2.208279375113212,-0.15633698844674693,0,No Failure,-0.49936782522301604,-3.655635531987577,-0.49936782522301604,Warning
1878,M16737,M,-0.9023934097553371,-1.4865669725617991,0.15185541784054696,-0.6206500654238761,-0.12491562608180934,0,No Failure,-0.584173562806462,-0.09424907501770552,-0.584173562806462,Safe
1879,M16738,M,-0.9523894433829583,-1.5539678581673662,-0.6402232091510928,0.7737513254791571,-0.07778358253440293,0,No Failure,-0.6015784147844079,-0.4953735566831777,-0.6015784147844079,Safe
1880,M16739,M,-0.9023934097553371,-1.5539678581673662,0.3861321948380742,-0.6206500654238761,-0.03065153898699653,0,No Failure,-0.651574448412029,-0.23965297198851565,-0.651574448412029,Safe
1881,L49060,L,-0.9523894433829583,-1.5539678581673662,0.9271999893323634,-1.0921383055133904,0.016480504560409875,0,No Failure,-0.6015784147844079,-1.012630625221481,-0.6015784147844079,Safe
1882,L49061,L,-1.0023854770106078,-1.6213687437728947,0.05145108484160671,0.5831496965067996,0.04790186692534748,0,No Failure,-0.618983266762287,0.03000368451032855,-0.618983266762287,Safe
1883,M16742,M,-1.0023854770106078,-1.6213687437728947,0.23552569533966383,0.3423897441206646,0.07932322929028508,0,No Failure,-0.618983266762287,0.0806415825611891,-0.618983266762287,Safe
1884,M16743,M,-1.0023854770106078,-1.6213687437728947,-0.37247832115391877,0.6734346786516008,0.12645527283769148,0,No Failure,-0.618983266762287,-0.25083981851097703,-0.618983266762287,Safe
1885,M16744,M,-1.0023854770106078,-1.6213687437728947,1.4124875988272412,-1.403119910678815,0.1735873163850979,0,No Failure,-0.618983266762287,-1.9818894735014125,-0.618983266762287,Warning
1886,L49065,L,-1.0023854770106078,-1.6213687437728947,0.8044835823336586,-0.7209667122514325,0.2207193599325043,0,No Failure,-0.618983266762287,-0.5800058834153524,-0.618983266762287,Safe
1887,L49066,L,-1.0523815106382575,-1.6213687437728947,-0.1995597476557439,0.07153479768626296,0.2521407222974419,0,No Failure,-0.5689872331346373,-0.01427546617487533,-0.5689872331346373,Safe
1888,M16747,M,-1.0523815106382575,-1.6887696293784618,0.5757848238360724,-0.7610933709824549,0.2835620846623795,0,No Failure,-0.6363881187402043,-0.4382260125339353,-0.6363881187402043,Safe
1889,M16748,M,-1.1023775442658785,-1.7561705149840288,2.026069633820765,-1.5736582102856609,0.3306941282097859,0,No Failure,-0.6537929707181502,-3.188341113872509,-0.6537929707181502,Warning
1890,H31303,H,-1.1523735778935282,-1.7561705149840288,-0.5955990611515638,0.021376474272484798,0.3778261717571923,0,No Failure,-0.6037969370905005,-0.012731808007422504,-0.6037969370905005,Safe
1891,L49070,L,-1.1023775442658785,-1.7561705149840288,-0.1493575811562738,0.08156646236901802,0.4563795776695363,0,No Failure,-0.6537929707181502,-0.01218256952291076,-0.6537929707181502,Safe
1892,L49071,L,-1.1523735778935282,-1.7561705149840288,1.2563030808288898,-1.1021699701961463,0.48780094003447394,0,No Failure,-0.6037969370905005,-1.384659529154504,-0.6037969370905005,Warning
1893,M16752,M,-1.1023775442658785,-1.7561705149840288,-0.562130950151917,0.3624530734861761,0.5192223023994115,0,No Failure,-0.6537929707181502,-0.2037460905842668,-0.6537929707181502,Safe
1894,L49073,L,-1.1023775442658785,-1.6887696293784618,0.51442662033672,-1.0118849880513456,0.5663543459468179,0,No Failure,-0.5863920851125832,-0.5205405745727161,-0.5863920851125832,Safe
1895,H31308,H,-1.0523815106382575,-1.6887696293784618,1.90335322682206,-1.6739748571132171,0.5977757083117555,0,No Failure,-0.6363881187402043,-3.1861654459054387,-0.6363881187402043,Warning
1896,L49075,L,-1.0523815106382575,-1.6213687437728947,-1.0864646891463827,1.4358411945410283,0.6763291142240996,0,No Failure,-0.5689872331346373,-1.559990757090589,-0.5689872331346373,Warning
1897,L49076,L,-1.0523815106382575,-1.6887696293784618,0.19647956584007595,-0.42001677176876356,0.7077504765890371,0,No Failure,-0.6363881187402043,-0.08252471296267694,-0.6363881187402043,Safe
1898,L49077,L,-1.1023775442658785,-1.7561705149840288,-0.6736913201507395,0.12169312110004112,0.7391718389539748,0,No Failure,-0.6537929707181502,-0.08198359940715051,-0.6537929707181502,Safe
1899,L49078,L,-1.1023775442658785,-1.6887696293784618,-0.9302801711480313,1.4157778651755175,0.7705932013189124,0,No Failure,-0.5863920851125832,-1.3170700747230748,-0.5863920851125832,Warning
1900,L49079,L,-1.1023775442658785,-1.6887696293784618,-0.8410318751489733,0.0013131449069732513,0.8020145636838499,0,No Failure,-0.5863920851125832,-0.0011043967234540377,-0.5863920851125832,Safe
1901,H31314,H,-1.0523815106382575,-1.6213687437728947,-0.25533993265515514,-0.399953442403252,0.8334359260487876,0,No Failure,-0.5689872331346373,0.10212408504844384,-0.5689872331346373,Safe
1902,M16761,M,-1.0523815106382575,-1.6213687437728947,-0.18840371065586167,0.011344809589729025,0.9119893319611315,0,No Failure,-0.5689872331346373,-0.002137404223389152,-0.5689872331346373,Safe
1903,L49082,L,-1.0023854770106078,-1.6213687437728947,0.865841785833011,-1.0921383055133904,0.9591213755085379,0,No Failure,-0.618983266762287,-0.9456189808223525,-0.618983266762287,Safe
1904,L49083,L,-1.0523815106382575,-1.6213687437728947,2.394218854816879,-1.9648931329131307,0.9905427378734756,0,No Failure,-0.5689872331346373,-4.704384186520826,-0.5689872331346373,Warning
1905,M16764,M,-1.0023854770106078,-1.6213687437728947,0.16858947334037033,-0.44008010113427437,1.0219641002384132,0,No Failure,-0.618983266762287,-0.07419287247780423,-0.618983266762287,Warning
1906,L49085,L,-1.0523815106382575,-1.6213687437728947,0.8267956563334231,-1.0921383055133904,1.0690961437858195,0,No Failure,-0.5689872331346373,-0.9029752071138162,-0.5689872331346373,Warning
1907,L49086,L,-1.0523815106382575,-1.6213687437728947,-0.606755098151446,1.2452395655686714,1.1005175061507573,0,No Failure,-0.5689872331346373,-0.7555554548286832,-0.5689872331346373,Warning
1908,L49087,L,-1.0523815106382575,-1.6213687437728947,-0.19398172915580278,0.24207309729310825,1.1319388685156948,0,No Failure,-0.5689872331346373,-0.04695775799501802,-0.5689872331346373,Warning
1909,L49088,L,-1.0523815106382575,-1.6213687437728947,2.4444210213163493,-1.9849564622786418,1.1633602308806323,0,No Failure,-0.5689872331346373,-4.852069302791645,-0.5689872331346373,Warning
1910,L49089,L,-1.0023854770106078,-1.5539678581673662,-0.5788650056517404,0.5630863671412888,1.19478159324557,0,No Failure,-0.5515823811567584,-0.32595099309766007,-0.5515823811567584,Warning
1911,H31324,H,-1.0023854770106078,-1.5539678581673662,0.04587306634166558,-0.31970012494120725,1.2262029556105076,0,No Failure,-0.5515823811567584,-0.014665625040866775,-0.5515823811567584,Warning
1912,M16771,M,-0.9523894433829583,-1.4865669725617991,-1.2426492071447344,1.7267594703409421,1.3047563615228517,0,No Failure,-0.5341775291788409,-2.145756286748833,-0.5341775291788409,Warning
1913,M16772,M,-1.0023854770106078,-1.5539678581673662,0.4586464353373088,-0.5103017539135641,1.351888405070258,0,No Failure,-0.5515823811567584,-0.23404808037883276,-0.5515823811567584,Warning
1914,M16773,M,-1.0023854770106078,-1.4865669725617991,-0.2609179511550963,0.021376474272484798,1.3990204486176645,0,No Failure,-0.4841814955511914,-0.005577505870096361,-0.4841814955511914,Warning
1915,L49094,L,-1.0023854770106078,-1.5539678581673662,0.5813628423360135,-0.7711250356652106,1.4461524921650708,0,No Failure,-0.5515823811567584,-0.4483034425307867,-0.5515823811567584,Warning
1916,L49095,L,-1.0023854770106078,-1.5539678581673662,-0.2609179511550963,-0.12909849596884967,1.4775738545300083,0,No Failure,-0.5515823811567584,0.033684115065396716,-0.5515823811567584,Warning
1917,L49096,L,-1.0023854770106078,-1.5539678581673662,-0.8466098936489144,1.0847329306445812,1.508995216894946,0,No Failure,-0.5515823811567584,-0.9183456310504841,-0.5515823811567584,Warning
1918,M16777,M,-0.9523894433829583,-1.4191660869562706,-0.4226804876533889,0.7336246667481341,1.5404165792598836,0,No Failure,-0.4667766435733123,-0.3100888318956562,-0.4667766435733123,Warning
1919,M16778,M,-0.9523894433829583,-1.4191660869562706,-0.2386058771553318,0.0013131449069732513,-1.6959837443286896,0,No Failure,-0.4667766435733123,-0.0003133240923604092,-0.4667766435733123,Safe
1920,L49099,L,-0.9023934097553371,-1.3517652013507035,0.6650331198351305,-1.0018533233685898,-1.648851700781283,0,No Failure,-0.44937179159536644,-0.666265641257007,-0.44937179159536644,Safe
1921,L49100,L,-0.9523894433829583,-1.4191660869562706,3.4707764253055164,-2.255811408713044,-1.6174303384163455,0,No Failure,-0.4667766435733123,-7.829417057296459,-0.4667766435733123,Warning
1922,L49101,L,-0.9523894433829583,-1.4191660869562706,0.7040792493347183,-0.8012200297134773,-1.5860089760514078,0,No Failure,-0.4667766435733123,-0.5641223970726058,-0.4667766435733123,Safe
1923,L49102,L,-1.0023854770106078,-1.4865669725617991,0.9885581928317156,-1.3429299225822813,-1.5545876136864702,0,No Failure,-0.4841814955511914,-1.3275643773675758,-0.4841814955511914,Safe
1924,L49103,L,-1.0023854770106078,-1.5539678581673662,-0.05453126665727467,-0.5905550713756088,-1.5231662513215327,0,No Failure,-0.5515823811567584,0.0322037160729892,-0.5515823811567584,Safe
1925,L49104,L,-1.0523815106382575,-1.5539678581673662,-1.0362625226469127,1.074701265961826,-1.491744888956595,0,No Failure,-0.5015863475291087,-1.1136726449574323,-0.5015863475291087,Warning
1926,L49105,L,-1.0523815106382575,-1.5539678581673662,-0.009907118657745668,-0.22941514279640599,-1.4603235265916574,0,No Failure,-0.5015863475291087,0.0022728430415676604,-0.5015863475291087,Safe
1927,L49106,L,-1.0023854770106078,-1.5539678581673662,0.37497615783819194,-0.9216000059065448,-1.42890216422672,0,No Failure,-0.5515823811567584,-0.3455780292784912,-0.5515823811567584,Safe
1928,H31341,H,-1.0023854770106078,-1.4865669725617991,-1.2538052441446166,0.7837829901619122,-1.3974808018617824,0,No Failure,-0.4841814955511914,-0.982711223336354,-0.4841814955511914,Safe
1929,L49108,L,-1.0023854770106078,-1.4865669725617991,0.4698024723371911,-1.0118849880513456,-1.3189273959494383,0,No Failure,-0.4841814955511914,-0.4753860691074112,-0.4841814955511914,Safe
1930,M16789,M,-1.0023854770106078,-1.4865669725617991,-0.31112011765456643,1.0947645953273368,-1.2875060335845006,0,No Failure,-0.4841814955511914,-0.34060328970229486,-0.4841814955511914,Warning
1931,M16790,M,-0.9523894433829583,-1.4191660869562706,0.16858947334037033,-0.29963679557569567,-1.2403739900370943,0,No Failure,-0.4667766435733123,-0.05051560955950274,-0.4667766435733123,Safe
1932,M16791,M,-0.9023934097553371,-1.3517652013507035,2.3997968733168205,-1.8344814920373074,-1.1932419464896877,0,No Failure,-0.44937179159536644,-4.402382948748706,-0.44937179159536644,Warning
1933,M16792,M,-0.9523894433829583,-1.3517652013507035,0.8212176378334819,-1.0720749761478792,-1.1461099029422814,0,No Failure,-0.39937575796774527,-0.8804068794925478,-0.39937575796774527,Safe
1934,L49113,L,-0.9523894433829583,-1.3517652013507035,0.5534727498363079,-0.49023842454805255,-1.0989778593948751,0,No Failure,-0.39937575796774527,-0.27133360891003,-0.39937575796774527,Safe
1935,L49114,L,-0.9523894433829583,-1.4191660869562706,0.8881538598327754,-0.6708083888376544,-1.0675564970299374,0,No Failure,-0.4667766435733123,-0.595781059754368,-0.4667766435733123,Safe
1936,M16795,M,-0.9523894433829583,-1.4191660869562706,-0.9023900786483257,1.5160945120030738,-1.0361351346649998,0,No Failure,-0.4667766435733123,-1.3681086459247487,-0.4667766435733123,Warning
1937,M16796,M,-0.9523894433829583,-1.3517652013507035,3.2922798333074,-2.1655264265682432,-0.9890030911175934,0,No Failure,-0.39937575796774527,-7.129518982684866,-0.39937575796774527,Warning
1938,L49117,L,-0.9023934097553371,-1.3517652013507035,-0.7127374496503274,0.24207309729310825,-0.941871047570187,0,No Failure,-0.44937179159536644,-0.17253456199364553,-0.44937179159536644,Safe
1939,L49118,L,-0.9523894433829583,-1.4191660869562706,-0.12146748865656816,0.08156646236901802,-0.9104496852052494,0,No Failure,-0.4667766435733123,-0.00990767334256509,-0.4667766435733123,Safe
1940,M16799,M,-0.9523894433829583,-1.4191660869562706,-1.3151634476439689,1.3957145358100058,-0.8790283228403118,0,No Failure,-0.4667766435733123,-1.8355927408426889,-0.4667766435733123,Warning
1941,L49120,L,-0.9523894433829583,-1.4191660869562706,0.21879163983984046,-0.44008010113427437,-0.8318962792929054,0,No Failure,-0.4667766435733123,-0.09628584698805072,-0.4667766435733123,Safe
1942,L49121,L,-0.9523894433829583,-1.4191660869562706,-0.6346451906511517,1.8270761171684984,-0.8004749169279678,0,No Failure,-0.4667766435733123,-1.1595450707145676,-0.4667766435733123,Warning
1943,L49122,L,-0.9523894433829583,-1.3517652013507035,-0.4617266171529768,0.24207309729310825,-0.7690535545630302,0,No Failure,-0.39937575796774527,-0.1117715923168903,-0.39937575796774527,Safe
1944,L49123,L,-0.9523894433829583,-1.3517652013507035,0.9216219708324221,-0.9115683412237894,-0.7376321921980926,0,No Failure,-0.39937575796774527,-0.8401214111871107,-0.39937575796774527,Safe
1945,L49124,L,-0.9523894433829583,-1.2843643157451365,1.4069095803273,-1.272708269802992,-0.706210829833155,0,No Failure,-0.33197487236217826,-1.7905854577476115,-0.33197487236217826,Warning
1946,L49125,L,-0.9523894433829583,-1.2843643157451365,0.4307563428376032,-0.7209667122514325,-0.6747894674682174,0,No Failure,-0.33197487236217826,-0.3105609842770777,-0.33197487236217826,Safe
1947,L49126,L,-0.9023934097553371,-1.2843643157451365,0.46422445383725,-0.5103017539135641,-0.6433681051032798,0,No Failure,-0.38197090598979944,-0.23689455300271506,-0.38197090598979944,Safe
1948,L49127,L,-0.9023934097553371,-1.2843643157451365,-0.42825850615333005,0.9944479484997806,-0.6119467427383422,0,No Failure,-0.38197090598979944,-0.42588079287175973,-0.38197090598979944,Safe
1949,L49128,L,-0.9523894433829583,-1.2843643157451365,-0.7183154681502685,0.5831496965067996,-0.5805253803734046,0,No Failure,-0.33197487236217826,-0.4188854472479687,-0.33197487236217826,Safe
1950,M16809,M,-0.9523894433829583,-1.3517652013507035,0.023560992341901083,0.1919147738793301,-0.549104018008467,0,No Failure,-0.39937575796774527,0.0045217025176685745,-0.39937575796774527,Safe
1951,M16810,M,-1.0023854770106078,-1.4191660869562706,-0.3334321916543309,0.7637196607964014,-0.5019719744610606,0,No Failure,-0.4167806099456628,-0.25464872030884633,-0.4167806099456628,Safe
